Time         Phi1         Phi2         Phi3         Phi4         
7.5536e-4    -3.3082      -3.3092      -2.9254      -0.0031      
7.5537e-4    -3.3138      -3.3148      -2.9263      -0.0036      
7.5538e-4    -3.3193      -3.3204      -2.9274      -0.0041      
7.5539e-4    -3.3249      -3.3259      -2.9285      -0.0048      
7.5540e-4    -3.3318      -3.3329      -2.9302      -0.0057      
7.5541e-4    -3.3388      -3.3398      -2.9322      -0.0068      
7.5542e-4    -3.3457      -3.3467      -2.9344      -0.0080      
7.5544e-4    -3.3527      -3.3537      -2.9369      -0.0093      
7.5545e-4    -3.3596      -3.3606      -2.9398      -0.0107      
7.5546e-4    -3.3665      -3.3675      -2.9428      -0.0123      
7.5547e-4    -3.3735      -3.3745      -2.9462      -0.0139      
7.5549e-4    -3.3873      -3.3883      -2.9538      -0.0173      
7.5550e-4    -3.3925      -3.3935      -2.9569      -0.0186      
7.5551e-4    -3.3951      -3.3961      -2.9585      -0.0192      
7.5551e-4    -3.3977      -3.3987      -2.9601      -0.0199      
7.5552e-4    -3.4016      -3.4026      -2.9626      -0.0209      
7.5553e-4    -3.4094      -3.4104      -2.9678      -0.0228      
7.5554e-4    -3.4133      -3.4143      -2.9705      -0.0237      
7.5555e-4    -3.4191      -3.4201      -2.9747      -0.0251      
7.5556e-4    -3.4250      -3.4260      -2.9789      -0.0265      
7.5557e-4    -3.4308      -3.4318      -2.9833      -0.0278      
7.5559e-4    -3.4425      -3.4435      -2.9924      -0.0303      
7.5560e-4    -3.4483      -3.4493      -2.9970      -0.0314      
7.5561e-4    -3.4571      -3.4581      -3.0042      -0.0330      
7.5562e-4    -3.4614      -3.4624      -3.0078      -0.0338      
7.5564e-4    -3.4702      -3.4712      -3.0152      -0.0352      
7.5564e-4    -3.4756      -3.4766      -3.0199      -0.0360      
7.5566e-4    -3.4838      -3.4848      -3.0270      -0.0371      
7.5567e-4    -3.4920      -3.4930      -3.0342      -0.0381      
7.5569e-4    -3.5022      -3.5032      -3.0434      -0.0392      
7.5571e-4    -3.5125      -3.5135      -3.0527      -0.0401      
7.5573e-4    -3.5278      -3.5288      -3.0668      -0.0411      
7.5576e-4    -3.5431      -3.5441      -3.0811      -0.0419      
7.5579e-4    -3.5584      -3.5594      -3.0956      -0.0424      
7.5580e-4    -3.5680      -3.5690      -3.1047      -0.0425      
7.5583e-4    -3.5871      -3.5881      -3.1231      -0.0426      
7.5587e-4    -3.6062      -3.6072      -3.1416      -0.0424      
7.5590e-4    -3.6253      -3.6263      -3.1602      -0.0420      
7.5594e-4    -3.6492      -3.6502      -3.1836      -0.0412      
7.5598e-4    -3.6730      -3.6740      -3.2071      -0.0402      
7.5601e-4    -3.6879      -3.6889      -3.2219      -0.0395      
7.5606e-4    -3.7176      -3.7186      -3.2514      -0.0379      
7.5611e-4    -3.7473      -3.7483      -3.2809      -0.0362      
7.5617e-4    -3.7843      -3.7853      -3.3179      -0.0341      
7.5624e-4    -3.8213      -3.8223      -3.3550      -0.0319      
7.5632e-4    -3.8675      -3.8684      -3.4012      -0.0293      
7.5639e-4    -3.9135      -3.9145      -3.4473      -0.0268      
7.5649e-4    -3.9710      -3.9719      -3.5049      -0.0239      
7.5662e-4    -4.0425      -4.0435      -3.5767      -0.0206      
7.5677e-4    -4.1316      -4.1326      -3.6661      -0.0170      
7.5697e-4    -4.2425      -4.2434      -3.7773      -0.0133      
7.5726e-4    -4.4076      -4.4084      -3.9428      -0.0091      
7.5755e-4    -4.5711      -4.5720      -4.1068      -0.0060      
7.5784e-4    -4.7332      -4.7341      -4.2692      -0.0038      
7.5821e-4    -4.9335      -4.9344      -4.4700      -0.0018      
7.5857e-4    -5.1313      -5.1321      -4.6682      -5.5858e-4   
7.5912e-4    -5.4229      -5.4236      -4.9603      6.7124e-4    
7.5966e-4    -5.7080      -5.7088      -5.2461      0.0013       
7.6035e-4    -6.0550      -6.0557      -5.5939      0.0018       
7.6086e-4    -6.3079      -6.3086      -5.8475      0.0021       
7.6137e-4    -6.5544      -6.5550      -6.0946      0.0022       
7.6214e-4    -6.9112      -6.9117      -6.4526      0.0024       
7.6291e-4    -7.2519      -7.2524      -6.7945      0.0026       
7.6368e-4    -7.5757      -7.5762      -7.1197      0.0027       
7.6444e-4    -7.8819      -7.8823      -7.4274      0.0029       
7.6521e-4    -8.1697      -8.1700      -7.7169      0.0030       
7.6598e-4    -8.4384      -8.4388      -7.9875      0.0031       
7.6675e-4    -8.6875      -8.6878      -8.2387      0.0032       
7.6723e-4    -8.8330      -8.8332      -8.3856      0.0033       
7.6771e-4    -8.9704      -8.9706      -8.5245      0.0033       
7.6819e-4    -9.0996      -9.0998      -8.6554      0.0034       
7.6891e-4    -9.2779      -9.2781      -8.8364      0.0035       
7.6927e-4    -9.3599      -9.3601      -8.9199      0.0035       
7.6963e-4    -9.4372      -9.4374      -8.9988      0.0035       
7.6999e-4    -9.5096      -9.5098      -9.0729      0.0035       
7.7035e-4    -9.5772      -9.5773      -9.1423      0.0036       
7.7089e-4    -9.6693      -9.6694      -9.2374      0.0036       
7.7116e-4    -9.7112      -9.7113      -9.2810      0.0036       
7.7143e-4    -9.7503      -9.7504      -9.3218      0.0036       
7.7170e-4    -9.7865      -9.7866      -9.3600      0.0036       
7.7190e-4    -9.8119      -9.8120      -9.3869      0.0036       
7.7211e-4    -9.8357      -9.8358      -9.4122      0.0036       
7.7231e-4    -9.8579      -9.8579      -9.4361      0.0036       
7.7251e-4    -9.8784      -9.8785      -9.4585      0.0036       
7.7271e-4    -9.8974      -9.8975      -9.4794      0.0036       
7.7292e-4    -9.9148      -9.9149      -9.4988      0.0036       
7.7307e-4    -9.9268      -9.9268      -9.5124      0.0036       
7.7322e-4    -9.9378      -9.9379      -9.5252      0.0036       
7.7337e-4    -9.9480      -9.9481      -9.5372      0.0035       
7.7352e-4    -9.9573      -9.9573      -9.5484      0.0035       
7.7368e-4    -9.9656      -9.9657      -9.5588      0.0035       
7.7383e-4    -9.9731      -9.9731      -9.5685      0.0035       
7.7394e-4    -9.9781      -9.9781      -9.5752      0.0034       
7.7406e-4    -9.9826      -9.9826      -9.5815      0.0034       
7.7417e-4    -9.9865      -9.9865      -9.5874      0.0034       
7.7428e-4    -9.9900      -9.9900      -9.5929      0.0033       
7.7440e-4    -9.9929      -9.9929      -9.5980      0.0033       
7.7451e-4    -9.9953      -9.9954      -9.6028      0.0033       
7.7468e-4    -9.9980      -9.9980      -9.6092      0.0032       
7.7485e-4    -9.9996      -9.9996      -9.6148      0.0031       
7.7494e-4    -9.9999      -9.9999      -9.6173      0.0031       
7.7502e-4    -9.9999      -9.9999      -9.6196      0.0030       
7.7511e-4    -9.9997      -9.9997      -9.6218      0.0029       
7.7520e-4    -9.9992      -9.9992      -9.6238      0.0029       
7.7528e-4    -9.9983      -9.9983      -9.6256      0.0028       
7.7537e-4    -9.9972      -9.9972      -9.6273      0.0028       
7.7545e-4    -9.9958      -9.9958      -9.6288      0.0027       
7.7554e-4    -9.9941      -9.9941      -9.6302      0.0026       
7.7562e-4    -9.9922      -9.9922      -9.6315      0.0025       
7.7571e-4    -9.9899      -9.9899      -9.6327      0.0025       
7.7579e-4    -9.9874      -9.9874      -9.6337      0.0024       
7.7588e-4    -9.9845      -9.9845      -9.6347      0.0023       
7.7596e-4    -9.9814      -9.9814      -9.6355      0.0022       
7.7605e-4    -9.9780      -9.9780      -9.6363      0.0021       
7.7614e-4    -9.9743      -9.9743      -9.6370      0.0020       
7.7622e-4    -9.9703      -9.9703      -9.6376      0.0019       
7.7631e-4    -9.9660      -9.9660      -9.6382      0.0018       
7.7639e-4    -9.9614      -9.9614      -9.6387      0.0017       
7.7648e-4    -9.9566      -9.9566      -9.6391      0.0016       
7.7656e-4    -9.9515      -9.9514      -9.6395      0.0016       
7.7665e-4    -9.9460      -9.9460      -9.6399      0.0015       
7.7673e-4    -9.9403      -9.9403      -9.6402      0.0014       
7.7690e-4    -9.9280      -9.9280      -9.6407      0.0012       
7.7708e-4    -9.9146      -9.9146      -9.6412      0.0011       
7.7718e-4    -9.9056      -9.9056      -9.6414      0.0010       
7.7740e-4    -9.8864      -9.8863      -9.6417      8.6913e-4    
7.7761e-4    -9.8653      -9.8652      -9.6420      7.4078e-4    
7.7793e-4    -9.8303      -9.8303      -9.6421      5.8984e-4    
7.7825e-4    -9.7914      -9.7914      -9.6420      4.8145e-4    
7.7857e-4    -9.7485      -9.7485      -9.6416      4.0529e-4    
7.7873e-4    -9.7256      -9.7255      -9.6413      3.7694e-4    
7.7889e-4    -9.7017      -9.7016      -9.6410      3.5349e-4    
7.7901e-4    -9.6831      -9.6830      -9.6407      3.3885e-4    
7.7910e-4    -9.6688      -9.6687      -9.6405      3.2921e-4    
7.7928e-4    -9.6393      -9.6392      -9.6399      3.1320e-4    
7.7937e-4    -9.6241      -9.6240      -9.6396      3.0656e-4    
7.7951e-4    -9.6006      -9.6006      -9.6391      2.9824e-4    
7.7968e-4    -9.5704      -9.5703      -9.6385      2.9000e-4    
7.7989e-4    -9.5311      -9.5310      -9.6375      2.8277e-4    
7.8010e-4    -9.4901      -9.4900      -9.6365      2.7817e-4    
7.8036e-4    -9.4364      -9.4363      -9.6350      2.7553e-4    
7.8063e-4    -9.3802      -9.3801      -9.6333      2.7540e-4    
7.8089e-4    -9.3214      -9.3213      -9.6314      2.7736e-4    
7.8122e-4    -9.2443      -9.2442      -9.6288      2.8175e-4    
7.8155e-4    -9.1633      -9.1632      -9.6258      2.8786e-4    
7.8188e-4    -9.0783      -9.0781      -9.6225      2.9503e-4    
7.8221e-4    -8.9893      -8.9892      -9.6188      3.0303e-4    
7.8242e-4    -8.9318      -8.9317      -9.6164      3.0823e-4    
7.8262e-4    -8.8728      -8.8726      -9.6138      3.1368e-4    
7.8304e-4    -8.7502      -8.7501      -9.6081      3.2472e-4    
7.8345e-4    -8.6218      -8.6216      -9.6019      3.3595e-4    
7.8386e-4    -8.4876      -8.4874      -9.5950      3.4719e-4    
7.8428e-4    -8.3477      -8.3475      -9.5875      3.5835e-4    
7.8469e-4    -8.2021      -8.2019      -9.5793      3.6934e-4    
7.8510e-4    -8.0511      -8.0509      -9.5705      3.8011e-4    
7.8536e-4    -7.9539      -7.9537      -9.5646      3.8667e-4    
7.8562e-4    -7.8547      -7.8545      -9.5585      3.9322e-4    
7.8587e-4    -7.7534      -7.7532      -9.5521      3.9955e-4    
7.8613e-4    -7.6500      -7.6498      -9.5454      4.0587e-4    
7.8639e-4    -7.5447      -7.5445      -9.5384      4.1197e-4    
7.8691e-4    -7.3280      -7.3278      -9.5235      4.2404e-4    
7.8742e-4    -7.1037      -7.1035      -9.5075      4.3529e-4    
7.8794e-4    -6.8719      -6.8717      -9.4902      4.4631e-4    
7.8845e-4    -6.6329      -6.6327      -9.4717      4.5649e-4    
7.8897e-4    -6.3870      -6.3867      -9.4520      4.6639e-4    
7.8948e-4    -6.1343      -6.1341      -9.4309      4.7544e-4    
7.9000e-4    -5.8752      -5.8750      -9.4086      4.8419e-4    
7.9052e-4    -5.6099      -5.6097      -9.3849      4.9207e-4    
7.9103e-4    -5.3388      -5.3385      -9.3599      4.9963e-4    
7.9135e-4    -5.1664      -5.1661      -9.3435      5.0372e-4    
7.9168e-4    -4.9919      -4.9917      -9.3266      5.0806e-4    
7.9200e-4    -4.8154      -4.8152      -9.3092      5.1168e-4    
7.9232e-4    -4.6369      -4.6367      -9.2913      5.1552e-4    
7.9264e-4    -4.4566      -4.4563      -9.2728      5.1867e-4    
7.9297e-4    -4.2743      -4.2741      -9.2537      5.2200e-4    
7.9361e-4    -3.9047      -3.9044      -9.2139      5.2750e-4    
7.9426e-4    -3.5287      -3.5284      -9.1719      5.3199e-4    
7.9490e-4    -3.1469      -3.1466      -9.1277      5.3552e-4    
7.9554e-4    -2.7599      -2.7596      -9.0812      5.3801e-4    
7.9619e-4    -2.3684      -2.3681      -9.0325      5.3954e-4    
7.9683e-4    -1.9730      -1.9727      -8.9816      5.4003e-4    
7.9748e-4    -1.5743      -1.5740      -8.9284      5.3954e-4    
7.9812e-4    -1.1731      -1.1728      -8.8729      5.3801e-4    
7.9877e-4    -0.7700      -0.7696      -8.8153      5.3552e-4    
7.9941e-4    -0.3656      -0.3652      -8.7554      5.3199e-4    
8.0006e-4    0.0393       0.0397       -8.6933      5.2751e-4    
8.0046e-4    0.2925       0.2928       -8.6535      5.2399e-4    
8.0086e-4    0.5454       0.5458       -8.6127      5.2053e-4    
8.0127e-4    0.7980       0.7984       -8.5712      5.1625e-4    
8.0167e-4    1.0501       1.0505       -8.5288      5.1201e-4    
8.0207e-4    1.3015       1.3019       -8.4856      5.0699e-4    
8.0288e-4    1.8017       1.8020       -8.3969      4.9677e-4    
8.0368e-4    2.2972       2.2976       -8.3050      4.8396e-4    
8.0449e-4    2.7869       2.7873       -8.2101      4.7091e-4    
8.0530e-4    3.2694       3.2698       -8.1122      4.5533e-4    
8.0610e-4    3.7436       3.7439       -8.0116      4.3954e-4    
8.0691e-4    4.2081       4.2084       -7.9082      4.2133e-4    
8.0771e-4    4.6618       4.6622       -7.8022      4.0299e-4    
8.0852e-4    5.1037       5.1040       -7.6937      3.8234e-4    
8.0933e-4    5.5324       5.5327       -7.5830      3.6163e-4    
8.0983e-4    5.7932       5.7935       -7.5127      3.4702e-4    
8.1033e-4    6.0482       6.0485       -7.4415      3.3357e-4    
8.1084e-4    6.2972       6.2975       -7.3696      3.1815e-4    
8.1184e-4    6.7759       6.7762       -7.2236      2.8888e-4    
8.1285e-4    7.2275       7.2278       -7.0750      2.5576e-4    
8.1386e-4    7.6502       7.6505       -6.9242      2.2384e-4    
8.1487e-4    8.0422       8.0425       -6.7714      1.8834e-4    
8.1587e-4    8.4020       8.4023       -6.6171      1.5427e-4    
8.1688e-4    8.7282       8.7285       -6.4615      1.1692e-4    
8.1751e-4    8.9144       8.9147       -6.3639      9.4947e-5    
8.1814e-4    9.0866       9.0869       -6.2660      7.0833e-5    
8.1877e-4    9.2446       9.2449       -6.1679      4.8357e-5    
8.1940e-4    9.3882       9.3885       -6.0699      2.3879e-5    
8.2003e-4    9.5171       9.5173       -5.9719      1.0748e-6    
8.2066e-4    9.6310       9.6313       -5.8740      -2.3607e-5   
8.2129e-4    9.7299       9.7302       -5.7764      -4.6585e-5   
8.2192e-4    9.8136       9.8139       -5.6791      -7.1319e-5   
8.2255e-4    9.8819       9.8822       -5.5822      -9.4316e-5   
8.2318e-4    9.9348       9.9350       -5.4859      -1.1895e-4   
8.2381e-4    9.9721       9.9723       -5.3902      -1.4181e-4   
8.2444e-4    9.9938       9.9940       -5.2952      -1.6619e-4   
8.2507e-4    9.9999       10.000       -5.2010      -1.8877e-4   
8.2570e-4    9.9903       9.9905       -5.1077      -2.1276e-4   
8.2632e-4    9.9651       9.9653       -5.0154      -2.3490e-4   
8.2695e-4    9.9243       9.9245       -4.9241      -2.5834e-4   
8.2758e-4    9.8679       9.8681       -4.8340      -2.7991e-4   
8.2821e-4    9.7962       9.7964       -4.7452      -3.0265e-4   
8.2884e-4    9.7091       9.7093       -4.6577      -3.2350e-4   
8.2947e-4    9.6068       9.6070       -4.5717      -3.4542e-4   
8.3010e-4    9.4894       9.4896       -4.4871      -3.6540e-4   
8.3073e-4    9.3573       9.3575       -4.4041      -3.8636e-4   
8.3136e-4    9.2104       9.2106       -4.3227      -4.0535e-4   
8.3199e-4    9.0492       9.0494       -4.2431      -4.2521e-4   
8.3262e-4    8.8738       8.8740       -4.1653      -4.4309e-4   
8.3325e-4    8.6846       8.6847       -4.0894      -4.6174e-4   
8.3388e-4    8.4817       8.4819       -4.0154      -4.7838e-4   
8.3451e-4    8.2656       8.2657       -3.9434      -4.9570e-4   
8.3545e-4    7.9172       7.9174       -3.8393      -5.1891e-4   
8.3593e-4    7.7325       7.7327       -3.7890      -5.3025e-4   
8.3640e-4    7.5410       7.5412       -3.7400      -5.4096e-4   
8.3687e-4    7.3429       7.3430       -3.6923      -5.5143e-4   
8.3734e-4    7.1383       7.1384       -3.6458      -5.6126e-4   
8.3782e-4    6.9274       6.9275       -3.6006      -5.7083e-4   
8.3829e-4    6.7104       6.7105       -3.5567      -5.7975e-4   
8.3876e-4    6.4875       6.4876       -3.5142      -5.8839e-4   
8.3923e-4    6.2589       6.2590       -3.4730      -5.9637e-4   
8.3970e-4    6.0248       6.0249       -3.4332      -6.0405e-4   
8.4018e-4    5.7853       5.7855       -3.3947      -6.1107e-4   
8.4065e-4    5.5408       5.5410       -3.3577      -6.1776e-4   
8.4112e-4    5.2914       5.2916       -3.3221      -6.2378e-4   
8.4159e-4    5.0374       5.0375       -3.2878      -6.2946e-4   
8.4206e-4    4.7789       4.7790       -3.2550      -6.3446e-4   
8.4254e-4    4.5162       4.5164       -3.2237      -6.3911e-4   
8.4325e-4    4.1148       4.1149       -3.1794      -6.4509e-4   
8.4395e-4    3.7053       3.7054       -3.1383      -6.4965e-4   
8.4431e-4    3.4977       3.4978       -3.1190      -6.5140e-4   
8.4466e-4    3.2884       3.2885       -3.1005      -6.5317e-4   
8.4502e-4    3.0774       3.0775       -3.0829      -6.5432e-4   
8.4537e-4    2.8650       2.8651       -3.0661      -6.5547e-4   
8.4572e-4    2.6511       2.6512       -3.0501      -6.5602e-4   
8.4608e-4    2.4359       2.4360       -3.0349      -6.5656e-4   
8.4643e-4    2.2195       2.2196       -3.0205      -6.5651e-4   
8.4679e-4    2.0020       2.0021       -3.0070      -6.5644e-4   
8.4714e-4    1.7835       1.7836       -2.9943      -6.5579e-4   
8.4750e-4    1.5641       1.5642       -2.9824      -6.5511e-4   
8.4785e-4    1.3439       1.3441       -2.9713      -6.5386e-4   
8.4820e-4    1.1231       1.1232       -2.9611      -6.5257e-4   
8.4856e-4    0.9018       0.9019       -2.9516      -6.5072e-4   
8.4891e-4    0.6799       0.6801       -2.9430      -6.4882e-4   
8.4927e-4    0.4578       0.4579       -2.9352      -6.4638e-4   
8.4980e-4    0.1242       0.1243       -2.9249      -6.4257e-4   
8.5006e-4    -0.0426      -0.0425      -2.9205      -6.3990e-4   
8.5033e-4    -0.2095      -0.2094      -2.9165      -6.3786e-4   
8.5059e-4    -0.3763      -0.3762      -2.9129      -6.3488e-4   
8.5086e-4    -0.5430      -0.5429      -2.9098      -6.3249e-4   
8.5113e-4    -0.7096      -0.7095      -2.9071      -6.2920e-4   
8.5139e-4    -0.8760      -0.8758      -2.9049      -6.2645e-4   
8.5166e-4    -1.0421      -1.0420      -2.9031      -6.2286e-4   
8.5192e-4    -1.2079      -1.2078      -2.9017      -6.1977e-4   
8.5219e-4    -1.3734      -1.3733      -2.9007      -6.1587e-4   
8.5245e-4    -1.5385      -1.5384      -2.9002      -6.1245e-4   
8.5265e-4    -1.6621      -1.6619      -2.9001      -6.0922e-4   
8.5285e-4    -1.7854      -1.7852      -2.9002      -6.0653e-4   
8.5305e-4    -1.9084      -1.9082      -2.9006      -6.0315e-4   
8.5325e-4    -2.0311      -2.0310      -2.9012      -6.0026e-4   
8.5345e-4    -2.1535      -2.1534      -2.9020      -5.9673e-4   
8.5365e-4    -2.2755      -2.2754      -2.9030      -5.9365e-4   
8.5385e-4    -2.3972      -2.3971      -2.9043      -5.8996e-4   
8.5400e-4    -2.4883      -2.4882      -2.9054      -5.8756e-4   
8.5415e-4    -2.5791      -2.5790      -2.9066      -5.8466e-4   
8.5430e-4    -2.6697      -2.6695      -2.9080      -5.8214e-4   
8.5441e-4    -2.7375      -2.7373      -2.9091      -5.7987e-4   
8.5452e-4    -2.8051      -2.8050      -2.9103      -5.7795e-4   
8.5469e-4    -2.9063      -2.9062      -2.9121      -5.7458e-4   
8.5477e-4    -2.9568      -2.9567      -2.9132      -5.7310e-4   
8.5490e-4    -3.0324      -3.0322      -2.9147      -5.7061e-4   
8.5499e-4    -3.0889      -3.0888      -2.9160      -5.6957e-4   
8.5509e-4    -3.1454      -3.1452      -2.9173      -5.7366e-4   
8.5516e-4    -3.1876      -3.1875      -2.9183      -5.9860e-4   
8.5519e-4    -3.2087      -3.2086      -2.9189      -6.3506e-4   
8.5522e-4    -3.2246      -3.2244      -2.9194      -6.9176e-4   
8.5524e-4    -3.2364      -3.2363      -2.9197      -7.5989e-4   
8.5526e-4    -3.2483      -3.2482      -2.9202      -8.6898e-4   
8.5527e-4    -3.2557      -3.2556      -2.9205      -9.5887e-4   
8.5529e-4    -3.2631      -3.2630      -2.9209      -0.0010      
8.5530e-4    -3.2723      -3.2722      -2.9214      -0.0012      
8.5531e-4    -3.2793      -3.2791      -2.9219      -0.0014      
8.5532e-4    -3.2862      -3.2861      -2.9225      -0.0017      
8.5534e-4    -3.2931      -3.2930      -2.9231      -0.0020      
8.5535e-4    -3.3001      -3.3000      -2.9239      -0.0024      
8.5535e-4    -3.3044      -3.3043      -2.9245      -0.0027      
8.5536e-4    -3.3087      -3.3086      -2.9251      -0.0030      
8.5537e-4    -3.3142      -3.3140      -2.9260      -0.0035      
8.5538e-4    -3.3196      -3.3194      -2.9270      -0.0041      
8.5539e-4    -3.3250      -3.3248      -2.9281      -0.0047      
8.5540e-4    -3.3290      -3.3289      -2.9291      -0.0052      
8.5540e-4    -3.3331      -3.3330      -2.9301      -0.0057      
8.5541e-4    -3.3392      -3.3390      -2.9318      -0.0067      
8.5543e-4    -3.3513      -3.3512      -2.9359      -0.0089      
8.5544e-4    -3.3574      -3.3573      -2.9382      -0.0101      
8.5545e-4    -3.3605      -3.3603      -2.9395      -0.0107      
8.5546e-4    -3.3650      -3.3649      -2.9415      -0.0117      
8.5547e-4    -3.3707      -3.3706      -2.9442      -0.0130      
8.5548e-4    -3.3764      -3.3763      -2.9470      -0.0144      
8.5549e-4    -3.3821      -3.3820      -2.9501      -0.0158      
8.5551e-4    -3.3935      -3.3934      -2.9567      -0.0186      
8.5552e-4    -3.3992      -3.3990      -2.9602      -0.0200      
8.5552e-4    -3.4049      -3.4047      -2.9639      -0.0215      
8.5553e-4    -3.4077      -3.4076      -2.9658      -0.0222      
8.5553e-4    -3.4105      -3.4104      -2.9677      -0.0229      
8.5554e-4    -3.4162      -3.4161      -2.9717      -0.0242      
8.5555e-4    -3.4198      -3.4197      -2.9742      -0.0251      
8.5556e-4    -3.4251      -3.4250      -2.9781      -0.0263      
8.5557e-4    -3.4318      -3.4316      -2.9831      -0.0278      
8.5558e-4    -3.4384      -3.4383      -2.9882      -0.0292      
8.5560e-4    -3.4517      -3.4516      -2.9989      -0.0319      
8.5562e-4    -3.4584      -3.4583      -3.0043      -0.0331      
8.5563e-4    -3.4684      -3.4682      -3.0127      -0.0348      
8.5564e-4    -3.4734      -3.4732      -3.0169      -0.0355      
8.5566e-4    -3.4833      -3.4832      -3.0256      -0.0369      
8.5567e-4    -3.4896      -3.4894      -3.0310      -0.0377      
8.5568e-4    -3.4989      -3.4988      -3.0394      -0.0387      
8.5570e-4    -3.5082      -3.5081      -3.0478      -0.0396      
8.5572e-4    -3.5199      -3.5198      -3.0584      -0.0406      
8.5573e-4    -3.5287      -3.5285      -3.0665      -0.0411      
8.5576e-4    -3.5461      -3.5460      -3.0829      -0.0420      
8.5578e-4    -3.5549      -3.5547      -3.0911      -0.0423      
8.5581e-4    -3.5723      -3.5722      -3.1078      -0.0426      
8.5583e-4    -3.5854      -3.5853      -3.1203      -0.0426      
8.5586e-4    -3.6051      -3.6049      -3.1393      -0.0425      
8.5589e-4    -3.6173      -3.6172      -3.1513      -0.0422      
8.5593e-4    -3.6418      -3.6417      -3.1753      -0.0415      
8.5597e-4    -3.6663      -3.6661      -3.1994      -0.0405      
8.5601e-4    -3.6907      -3.6906      -3.2236      -0.0394      
8.5606e-4    -3.7212      -3.7211      -3.2539      -0.0378      
8.5612e-4    -3.7517      -3.7516      -3.2843      -0.0360      
8.5618e-4    -3.7898      -3.7896      -3.3223      -0.0338      
8.5625e-4    -3.8278      -3.8276      -3.3603      -0.0316      
8.5633e-4    -3.8751      -3.8750      -3.4077      -0.0289      
8.5641e-4    -3.9224      -3.9222      -3.4551      -0.0264      
8.5651e-4    -3.9814      -3.9812      -3.5143      -0.0234      
8.5664e-4    -4.0548      -4.0546      -3.5879      -0.0201      
8.5680e-4    -4.1463      -4.1461      -3.6797      -0.0165      
8.5700e-4    -4.2600      -4.2598      -3.7938      -0.0128      
8.5730e-4    -4.4294      -4.4291      -3.9636      -0.0086      
8.5760e-4    -4.5972      -4.5969      -4.1318      -0.0056      
8.5790e-4    -4.7633      -4.7630      -4.2983      -0.0034      
8.5827e-4    -4.9686      -4.9683      -4.5040      -0.0016      
8.5864e-4    -5.1712      -5.1709      -4.7070      -3.5210e-4   
8.5921e-4    -5.4697      -5.4693      -5.0061      8.1116e-4    
8.5977e-4    -5.7614      -5.7610      -5.2985      0.0014       
8.6047e-4    -6.1158      -6.1154      -5.6538      0.0019       
8.6099e-4    -6.3740      -6.3735      -5.9126      0.0021       
8.6152e-4    -6.6251      -6.6246      -6.1645      0.0023       
8.6192e-4    -6.8087      -6.8082      -6.3487      0.0024       
8.6231e-4    -6.9882      -6.9877      -6.5288      0.0025       
8.6270e-4    -7.1633      -7.1628      -6.7046      0.0026       
8.6310e-4    -7.3341      -7.3335      -6.8760      0.0026       
8.6389e-4    -7.6619      -7.6614      -7.2053      0.0028       
8.6468e-4    -7.9710      -7.9704      -7.5160      0.0029       
8.6547e-4    -8.2604      -8.2598      -7.8073      0.0030       
8.6625e-4    -8.5296      -8.5289      -8.0784      0.0031       
8.6704e-4    -8.7778      -8.7771      -8.3289      0.0032       
8.6754e-4    -8.9220      -8.9213      -8.4746      0.0033       
8.6803e-4    -9.0576      -9.0569      -8.6119      0.0034       
8.6852e-4    -9.1845      -9.1838      -8.7406      0.0034       
8.6889e-4    -9.2740      -9.2733      -8.8315      0.0035       
8.6926e-4    -9.3584      -9.3577      -8.9175      0.0035       
8.6963e-4    -9.4378      -9.4370      -8.9985      0.0035       
8.7000e-4    -9.5120      -9.5113      -9.0745      0.0035       
8.7037e-4    -9.5812      -9.5804      -9.1455      0.0036       
8.7065e-4    -9.6296      -9.6289      -9.1955      0.0036       
8.7093e-4    -9.6751      -9.6744      -9.2426      0.0036       
8.7120e-4    -9.7177      -9.7170      -9.2869      0.0036       
8.7148e-4    -9.7574      -9.7566      -9.3284      0.0036       
8.7169e-4    -9.7851      -9.7844      -9.3577      0.0036       
8.7190e-4    -9.8113      -9.8105      -9.3853      0.0036       
8.7211e-4    -9.8357      -9.8349      -9.4114      0.0036       
8.7231e-4    -9.8584      -9.8577      -9.4359      0.0036       
8.7252e-4    -9.8795      -9.8788      -9.4588      0.0036       
8.7273e-4    -9.8989      -9.8982      -9.4802      0.0036       
8.7289e-4    -9.9123      -9.9116      -9.4952      0.0036       
8.7304e-4    -9.9248      -9.9241      -9.5093      0.0036       
8.7320e-4    -9.9363      -9.9356      -9.5226      0.0036       
8.7335e-4    -9.9469      -9.9461      -9.5350      0.0035       
8.7351e-4    -9.9565      -9.9557      -9.5466      0.0035       
8.7367e-4    -9.9651      -9.9644      -9.5574      0.0035       
8.7390e-4    -9.9763      -9.9756      -9.5720      0.0034       
8.7402e-4    -9.9811      -9.9804      -9.5787      0.0034       
8.7413e-4    -9.9853      -9.9846      -9.5849      0.0034       
8.7425e-4    -9.9891      -9.9883      -9.5906      0.0034       
8.7437e-4    -9.9922      -9.9915      -9.5960      0.0033       
8.7454e-4    -9.9959      -9.9952      -9.6033      0.0032       
8.7472e-4    -9.9985      -9.9977      -9.6097      0.0032       
8.7481e-4    -9.9993      -9.9985      -9.6125      0.0031       
8.7490e-4    -9.9998      -9.9990      -9.6152      0.0031       
8.7498e-4    -9.9999      -9.9992      -9.6177      0.0030       
8.7507e-4    -9.9998      -9.9991      -9.6200      0.0030       
